,energy,cTheta,phi,prob_b,spheri,pt2rel,multip,bqvjet,ptlrel,isb
22162,47.2572,0.5033,-1.8612,0.0609,0.4938,0.029,0.3465,0.2175,-0.0003,0.0
22163,43.3356,-0.4629,1.2874,0.0218,0.4052,0.0447,0.4431,0.0255,-0.0003,0.0
22164,61.8448,0.0865,1.8254,0.0527,0.2214,0.0576,0.3239,0.0889,-0.0003,0.0
22165,38.2666,-0.0726,-1.3093,0.0128,0.5924,0.0542,0.5499,0.0069,-0.0003,0.0
22166,45.6489,-0.7643,1.4433,0.0091,0.1885,0.0291,0.3059,0.0632,-0.0003,0.0
22167,44.8341,0.764,-1.6352,0.0593,0.4791,0.0143,0.1756,0.015,-0.0003,0.0
22168,40.1831,-0.7577,-2.2899,0.0132,0.4945,0.0201,0.3165,0.0573,0.1762,0.0
22169,38.3368,0.7665,0.7948,0.0141,0.5165,0.0409,0.1832,0.0413,-0.0003,0.0
22170,48.893,-0.141,-3.0178,0.6103,0.4384,0.0498,0.3864,0.5939,-0.0003,1.0
22171,48.5817,0.144,0.1694,0.3722,0.4975,0.0707,0.258,0.3568,0.2798,1.0
22172,49.0028,0.1443,-1.7045,0.0434,0.3601,0.027,0.3433,0.0859,-0.0003,0.0
22173,38.9441,-0.1556,1.4213,0.0933,0.2144,0.0187,0.1824,0.0615,-0.0003,0.0
22174,45.4475,0.7749,-1.17,0.0353,0.1947,0.1976,0.5251,0.0344,-0.0003,0.0
22175,43.4669,-0.7811,1.9779,0.0167,0.2502,0.0262,0.2214,0.0806,-0.0003,0.0
22176,42.2461,-0.5891,-2.8951,0.1606,0.744,0.0214,0.4461,0.1784,-0.0003,1.0
22177,34.3877,0.5441,0.283,0.293,0.2419,0.0368,0.236,0.3094,0.4118,1.0
22178,48.7892,0.1327,-0.0653,0.0388,0.1409,0.0751,0.4296,0.0279,-0.0003,0.0
22179,46.9184,-0.1411,3.0807,0.0556,0.2122,0.1449,0.4774,0.0484,-0.0003,0.0
22180,46.6224,-0.7257,0.5223,0.3327,0.5724,0.0486,0.4781,0.3985,-0.0003,1.0
22181,43.8483,0.7303,-2.6006,0.152,0.4546,0.0381,0.4859,0.3773,-0.0003,1.0
22182,45.951,-0.1686,2.6389,0.2403,0.3436,0.1525,0.5672,0.0092,-0.0003,1.0
22183,35.9472,0.1215,-0.5304,0.2053,0.2048,0.0707,0.5594,0.1623,-0.0003,1.0
22184,48.5298,-0.5298,-0.9533,0.0801,0.4476,0.1187,0.3871,0.0244,-0.0003,0.0
22185,40.7172,0.5307,2.1484,0.0033,0.4181,0.0992,0.4055,0.0126,-0.0003,0.0
22186,42.3926,0.6814,-1.4522,0.0318,0.5409,0.0562,0.4903,0.1118,-0.0003,0.0
22187,42.2065,-0.6793,1.677,0.0424,0.6294,0.0245,0.357,0.097,-0.0003,0.0
22188,53.1411,0.3658,-0.1343,0.0033,0.2656,0.0563,0.2943,0.0029,-0.0003,0.0
22189,45.0996,-0.3886,2.9809,0.0034,0.1957,0.0698,0.3946,0.0114,-0.0003,0.0
22190,49.3568,-0.2931,-1.8468,0.005,0.1773,0.254,0.514,0.03,-0.0003,0.0
22191,47.4922,0.3002,1.3189,0.0471,0.0647,0.066,0.1298,0.0031,-0.0003,0.0
22192,42.5238,0.7686,-0.1818,0.0115,0.2268,0.0262,0.2672,0.0341,-0.0003,0.0
22193,28.1193,-0.7648,2.9043,0.1542,0.1816,0.022,0.3003,0.0761,-0.0003,0.0
22194,53.9376,-0.287,-0.7097,0.3002,0.5143,0.09,0.4607,0.4167,-0.0003,1.0
22195,42.0386,0.2803,2.3728,0.3857,0.117,0.048,0.3573,0.4591,0.4719,1.0
22196,47.4952,0.1132,0.099,0.0097,0.4178,0.1902,0.4759,0.0287,-0.0003,1.0
22197,43.714,-0.066,-3.0193,0.6558,0.37,0.0536,0.3095,0.7371,-0.0003,1.0
22198,48.8472,0.6029,1.8942,0.1205,0.8274,0.0631,0.4294,0.0987,-0.0003,0.0
22199,46.1585,-0.6186,-1.2577,0.0016,0.5578,0.0367,0.1307,0.0316,-0.0003,0.0
22200,34.9249,-0.7723,2.9542,0.1046,0.504,0.0079,0.329,0.1332,-0.0003,1.0
22201,34.6685,0.7924,-0.1499,0.1357,0.3305,0.0299,0.3297,0.0429,0.3209,1.0
22202,49.0364,0.4222,-0.6362,0.0363,0.3095,0.0454,0.429,0.0734,-0.0003,0.0
22203,43.8636,-0.4184,2.5286,0.0474,0.3121,0.0577,0.3975,0.0786,0.1749,0.0
22204,48.0934,0.6824,0.1965,0.0147,0.2179,0.1281,0.3018,0.0095,-0.0003,0.0
22205,47.1595,-0.6845,-2.9635,0.0165,0.289,0.0547,0.3034,0.0222,-0.0003,0.0
22206,45.6672,0.6803,0.7053,0.0782,0.2434,0.043,0.6118,0.0451,-0.0003,1.0
22207,39.3988,-0.6581,-2.4281,0.1086,0.2453,0.0935,0.3182,0.133,0.6171,1.0
22208,48.9723,0.1062,-2.3661,0.117,0.4529,0.1519,0.6438,0.4106,-0.0003,1.0
22209,40.1648,-0.1019,0.782,0.4813,0.5468,0.0467,0.3618,0.5545,-0.0003,1.0
22210,51.3588,-0.1548,2.9788,0.0302,0.6423,0.0687,0.2544,0.0392,-0.0003,1.0
22211,39.9115,0.1739,-0.1157,0.3631,0.325,0.0825,0.5889,0.3607,-0.0003,1.0
22212,47.6143,0.6996,-0.0162,0.0201,0.1674,0.1157,0.3026,0.0281,-0.0003,0.0
22213,38.7976,-0.7087,3.1415,0.0148,0.5947,0.0215,0.2739,0.0251,-0.0003,0.0
22214,46.4149,-0.7618,-1.389,0.0822,0.7229,0.017,0.1306,0.0142,-0.0003,0.0
22215,45.7374,0.7554,1.7407,0.0113,0.1535,0.0242,0.2184,0.0172,-0.0003,0.0
22216,54.3862,-0.682,-2.6212,0.056,0.4523,0.0331,0.2508,0.0391,-0.0003,0.0
22217,44.0894,0.6621,0.4832,0.001,0.3475,0.02,0.1764,0.0113,-0.0003,0.0
22218,45.8503,0.1347,2.1533,0.0221,0.4241,0.0434,0.6112,0.0142,-0.0003,0.0
22219,44.9317,-0.1392,-0.984,0.0602,0.5629,0.0096,0.1756,0.1791,-0.0003,0.0
22220,48.8472,0.3798,0.9214,0.0009,0.2401,0.036,0.2577,0.0335,-0.0003,0.0
22221,45.1148,-0.3769,-2.2084,0.0751,0.5577,0.0315,0.263,0.1465,0.1183,0.0
22222,46.6529,-0.5531,-1.696,0.0444,0.4428,0.1269,0.3477,0.1583,-0.0003,0.0
22223,38.9197,0.5697,1.5041,0.0394,0.1006,0.0935,0.2281,0.0252,-0.0003,0.0
22224,45.1759,-0.659,-1.6871,0.1028,0.6281,0.0269,0.2629,0.1625,-0.0003,0.0
22225,37.7234,0.6675,1.4635,0.1091,0.4272,0.0962,0.23,0.0831,-0.0003,0.0
22226,45.3773,0.3916,0.2843,0.1042,0.3581,0.0475,0.3064,0.0673,-0.0003,0.0
22227,36.6857,-0.3944,-2.8672,0.0393,0.1524,0.011,0.1391,0.0113,-0.0003,0.0
22228,50.6233,-0.5195,-0.2625,0.0182,0.3335,0.057,0.2979,0.0108,-0.0003,0.0
22229,46.2104,0.5121,2.8732,0.0047,0.4115,0.0138,0.2179,0.0068,-0.0003,0.0
22230,50.19,0.5036,0.124,0.0055,0.5109,0.0539,0.2559,0.0152,-0.0003,0.0
22231,41.8433,-0.4905,-3.0563,0.0651,0.0806,0.0137,0.1342,0.0121,-0.0003,0.0
22232,49.3324,-0.7347,0.2206,0.4741,0.7227,0.037,0.2998,0.58,0.1183,1.0
22233,47.0497,0.7285,-2.9218,0.0881,0.5892,0.042,0.7372,0.2249,-0.0003,1.0
22234,47.0405,0.3982,-0.5637,0.0159,0.4432,0.0445,0.3469,0.014,-0.0003,0.0
22235,45.7771,-0.396,2.5809,0.0194,0.4152,0.0392,0.4368,0.1212,-0.0003,0.0
22236,45.9297,-0.01,1.4176,0.0173,0.2174,0.0352,0.3491,0.1433,-0.0003,0.0
22237,45.6062,-0.012,-1.7214,0.0175,0.3963,0.0282,0.3497,0.0129,-0.0003,0.0
22238,49.4942,-0.617,-1.779,0.0443,0.417,0.1095,0.428,0.1335,-0.0003,0.0
22239,43.6042,0.6055,1.3449,0.0473,0.2398,0.1227,0.3096,0.0381,-0.0003,0.0
22240,49.1035,-0.7008,1.605,0.0244,0.2452,0.1653,0.6433,0.0882,-0.0003,0.0
22241,46.9917,0.7094,-1.5503,0.0196,0.3665,0.2897,0.3904,0.0704,0.8796,0.0
22242,57.8134,0.0443,2.8899,0.1654,0.2772,0.1488,0.4528,0.0206,-0.0003,0.0
22243,44.1505,-0.0432,-0.2141,0.0156,0.4222,0.0667,0.3968,0.0276,-0.0003,0.0
22244,44.9409,-0.6741,0.0023,0.3544,0.2994,0.0369,0.3511,0.3574,-0.0003,1.0
22245,41.4649,0.6686,3.1404,0.2579,0.5438,0.09,0.3587,0.2235,0.6277,1.0
22246,46.8299,-0.0503,2.2425,0.2508,0.4122,0.0236,0.2605,0.3132,-0.0003,1.0
22247,37.1191,0.0749,-0.8924,0.251,0.6274,0.04,0.2772,0.1058,0.4002,1.0
22248,50.3883,0.1946,-0.7741,0.0714,0.3037,0.0289,0.1278,0.0449,-0.0003,0.0
22249,44.9866,-0.1292,2.3618,0.0097,0.5869,0.1436,0.702,0.0325,-0.0003,0.0
22250,47.1565,0.1907,2.871,0.0429,0.5155,0.1094,0.39,0.0302,-0.0003,0.0
22251,41.3275,-0.1951,-0.2572,0.0072,0.4986,0.0378,0.2693,0.0082,0.0279,0.0
22252,47.8431,0.3448,-0.4971,0.0311,0.0386,0.0208,0.3022,0.0128,-0.0003,0.0
22253,42.6703,-0.3527,2.6741,0.001,0.044,0.1495,0.3559,0.1038,-0.0003,0.0
22254,47.4342,-0.3657,-3.0976,0.0647,0.6882,0.0287,0.3462,0.064,-0.0003,0.0
22255,44.4129,0.3584,0.0428,0.0407,0.1145,0.0168,0.2201,0.0447,-0.0003,0.0
22256,49.6437,-0.2538,-1.0895,0.2664,0.4453,0.0398,0.556,0.2661,0.2196,0.0
22257,45.6153,0.2753,2.0531,0.1306,0.6976,0.0092,0.2186,0.1756,-0.0003,0.0
22258,44.1962,0.6695,0.5654,0.0278,0.3392,0.0368,0.2204,0.0327,-0.0003,0.0
22259,39.8535,-0.6665,-2.5702,0.0456,0.2861,0.0088,0.136,0.0027,-0.0003,0.0
22260,51.725,-0.7679,-2.2653,0.0173,0.3889,0.036,0.1693,0.0093,0.3481,0.0
22261,51.0811,0.7575,0.866,0.0019,0.3181,0.0216,0.2972,0.1527,-0.0003,0.0
22262,48.4871,-0.2008,1.5453,0.0823,0.6197,0.2322,0.3872,0.0656,-0.0003,0.0
22263,42.4933,0.1949,-1.6345,0.0299,0.3118,0.0298,0.4009,-0.02,-0.0003,0.0
22264,42.9267,0.3788,3.1291,0.027,0.1973,0.1016,0.3554,0.0148,0.0244,1.0
22265,41.8067,-0.4198,0.021,0.3895,0.6596,0.067,0.5368,0.4095,-0.0003,1.0
22266,48.2216,0.3038,-1.4007,0.1101,0.4447,0.2127,0.6033,0.02,-0.0003,0.0
22267,43.8575,-0.297,1.7595,0.0163,0.2595,0.0555,0.3092,0.0467,-0.0003,0.0
22268,48.365,-0.7494,0.3496,0.1392,0.3499,0.0541,0.3444,0.0668,-0.0003,0.0
22269,36.7803,0.7462,-2.7695,0.011,0.45,0.0208,0.3243,0.011,-0.0003,0.0
22270,47.3335,0.295,0.8892,0.2815,0.6427,0.0847,0.6061,0.19,-0.0003,0.0
22271,40.9369,-0.2832,-2.2695,0.0197,0.4893,0.0259,0.1799,0.002,-0.0003,0.0
22272,36.8597,-0.627,0.7818,0.1622,0.6726,0.0396,0.5093,0.2471,-0.0003,0.0
22273,35.0164,0.6259,-2.3554,0.0272,0.5471,0.0308,0.1879,0.0764,-0.0003,0.0
22274,46.305,-0.1476,-2.9227,0.0024,0.1882,0.3238,0.3048,0.0296,-0.0003,0.0
22275,43.7201,0.1672,0.2439,0.0589,0.4747,0.1006,0.5305,0.2049,-0.0003,0.0
22276,46.5583,-0.4144,-2.6481,0.0032,0.1022,0.0124,0.3044,0.0797,-0.0003,0.0
22277,46.479,0.4249,0.5163,0.1456,0.218,0.0379,0.2175,0.0364,0.1769,0.0
22278,48.5634,0.1112,0.0266,0.0118,0.3663,0.0544,0.086,0.004,-0.0003,0.0
22279,46.4179,-0.1035,-3.1106,0.0075,0.3951,0.0154,0.3481,0.0464,-0.0003,0.0
22280,48.2795,0.7171,2.5537,0.1382,0.331,0.0249,0.3015,0.2343,-0.0003,0.0
22281,43.3875,-0.7158,-0.5636,0.0446,0.7154,0.0363,0.3544,-0.02,0.0826,0.0
22282,48.9296,0.5987,-2.2156,0.0884,0.0775,0.0554,0.3005,0.0822,-0.0003,0.0
22283,43.3021,-0.5901,0.9249,0.1472,0.2445,0.0146,0.2216,0.0521,-0.0003,0.0
22284,38.3612,-0.115,0.892,0.027,0.1344,0.0792,0.2748,0.1672,-0.0003,0.0
22285,37.2442,0.1019,-2.3512,0.0583,0.4793,0.0594,0.5078,0.0693,-0.0003,0.0
22286,47.3732,0.2673,0.6585,0.0914,0.6573,0.0385,0.6493,0.1977,-0.0003,1.0
22287,37.1984,-0.3025,-2.4905,0.0341,0.3424,0.0412,0.3694,0.0622,0.2247,1.0
22288,48.7129,0.1615,2.958,0.1358,0.3705,0.1097,0.4298,0.1542,-0.0003,0.0
22289,45.6275,-0.2011,-0.1735,0.007,0.2377,0.0716,0.5682,0.0281,-0.0003,0.0
22290,55.0484,-0.3131,-2.0984,0.1054,0.195,0.0407,0.4167,0.0832,0.2228,0.0
22291,41.7426,0.3078,1.0446,0.0246,0.3628,0.0378,0.4028,0.0278,-0.0003,0.0
22292,49.7597,0.2822,0.6463,0.013,0.5579,0.0131,0.2137,0.019,-0.0003,0.0
22293,48.4474,-0.2999,-2.5053,0.0414,0.0873,0.0956,0.5595,0.0402,-0.0003,0.0
22294,48.014,-0.2023,1.7773,0.1684,0.1082,0.1133,0.2588,0.1227,-0.0003,0.0
22295,43.6194,0.2151,-1.3914,0.0492,0.4192,0.0987,0.6635,0.0274,-0.0003,0.0
22296,43.4852,0.6925,2.9536,0.0568,0.5587,0.1045,0.4869,0.0538,-0.0003,1.0
22297,20.734,-0.7293,-0.1828,0.0713,0.7644,0.0258,0.2754,0.0421,-0.0003,1.0
22298,48.4199,-0.3468,2.7251,0.3766,0.284,0.0323,0.4735,0.4721,-0.0003,1.0
22299,45.0874,0.3705,-0.3866,0.3804,0.729,0.0479,0.5262,0.5574,-0.0003,1.0
22300,49.6986,0.1635,0.1082,0.0175,0.0947,0.0475,0.4276,0.0539,-0.0003,0.0
22301,48.0568,-0.1323,-3.0772,0.1287,0.4158,0.115,0.3881,0.1208,-0.0003,0.0
22302,49.1859,0.506,2.9876,0.1115,0.2954,0.0784,0.2572,0.1787,-0.0003,0.0
22303,35.3338,-0.5291,-0.1092,0.0114,0.523,0.0548,0.2811,0.0772,-0.0003,0.0
22304,52.1035,0.4053,2.3855,0.0038,0.3453,0.1192,0.338,0.0051,-0.0003,0.0
22305,37.583,-0.4186,-0.7812,0.1169,0.4853,0.0135,0.2303,0.134,-0.0003,0.0
22306,47.2328,0.6019,-2.6806,0.1333,0.519,0.1669,0.3465,0.1437,-0.0003,0.0
22307,41.3581,-0.5939,0.3934,0.1046,0.5872,0.0103,0.3589,0.1275,-0.0003,0.0
22308,53.6477,-0.6746,-0.1543,0.0569,0.2079,0.037,0.2935,0.0948,-0.0003,0.0
22309,47.5685,0.6607,3.0234,0.0116,0.4156,0.0143,0.2594,0.0755,-0.0003,0.0
22310,48.0293,0.7548,1.0868,0.0612,0.4771,0.0281,0.3019,0.1009,-0.0003,0.0
22311,32.6879,-0.7455,-2.1055,0.0025,0.3071,0.0484,0.3352,0.0541,-0.0003,0.0
22312,42.3896,-0.461,0.0893,0.037,0.4468,0.029,0.312,0.0576,-0.0003,0.0
22313,40.4639,0.4437,-3.0459,0.0173,0.1535,0.033,0.361,0.0715,-0.0003,0.0
22314,54.3282,-0.1719,2.542,0.226,0.6486,0.1014,0.418,0.3874,-0.0003,1.0
22315,38.8922,0.2226,-0.6372,0.4831,0.623,0.0521,0.2281,0.317,0.1852,1.0
22316,47.8248,0.6834,-0.5542,0.0115,0.1932,0.0339,0.1727,0.0482,-0.0003,0.0
22317,42.0844,-0.688,2.6006,0.0178,0.2554,0.0357,0.2233,0.0128,-0.0003,0.0
22318,50.0191,0.2076,-0.613,0.0244,0.3882,0.0767,0.3842,0.0193,-0.0003,0.0
22319,47.2572,-0.2244,2.5305,0.0253,0.5308,0.016,0.3032,0.0228,-0.0003,0.0
22320,43.5431,0.7545,-2.7525,0.0461,0.2,0.0125,0.177,0.0587,-0.0003,0.0
22321,33.0297,-0.7604,0.3225,0.049,0.5934,0.0667,0.382,0.0411,-0.0003,0.0
22322,45.8595,0.429,0.7084,0.0775,0.4014,0.052,0.5238,0.149,-0.0003,1.0
22323,34.6654,-0.4703,-2.423,0.5901,0.2905,0.0555,0.3768,0.6751,-0.0003,1.0
22324,51.5602,-0.7638,-2.3003,0.0991,0.1445,0.2477,0.2965,0.1109,-0.0003,0.0
22325,43.5279,0.7676,0.8768,0.0428,0.2937,0.1295,0.4426,0.0248,-0.0003,0.0
22326,45.0172,0.7518,-1.0262,0.0521,0.3512,0.0539,0.3071,0.023,-0.0003,0.0
22327,44.6723,-0.7301,2.1005,0.0428,0.5736,0.0573,0.5274,0.0587,-0.0003,0.0
22328,48.0507,0.6528,2.1506,0.0053,0.6899,0.0997,0.6469,0.0827,-0.0003,0.0
22329,47.5227,-0.6431,-0.9555,0.007,0.2524,0.0278,0.173,0.0056,-0.0003,0.0
22330,43.6957,0.6366,1.6427,0.0116,0.1443,0.0067,0.1326,0.0037,-0.0003,0.0
22331,43.0243,-0.6191,-1.4815,0.039,0.403,0.1019,0.3551,0.0069,-0.0003,0.0
22332,63.2273,0.386,2.6441,0.001,0.0427,0.0301,0.1611,0.138,-0.0003,0.0
22333,49.7627,-0.3865,-0.4704,0.0001,0.1739,0.0575,0.2992,0.1633,-0.0003,0.0
22334,48.3833,-0.5341,1.6992,0.0108,0.3704,0.0465,0.3444,0.0537,-0.0003,0.0
22335,47.2328,0.5325,-1.4197,0.1336,0.2341,0.0282,0.4332,0.0381,-0.0003,0.0
22336,45.9724,0.6181,-1.788,0.0145,0.7161,0.0279,0.2181,0.1603,-0.0003,0.0
22337,45.4322,-0.613,1.3837,0.0092,0.3512,0.0364,0.1313,0.029,-0.0003,0.0
22338,44.0803,-0.606,-0.8112,0.1173,0.3474,0.0961,0.2206,0.4931,0.2376,1.0
22339,40.8148,0.6054,2.3029,0.163,0.4052,0.0489,0.2701,0.2525,0.3013,1.0
22340,46.2531,0.6276,-1.652,0.037,0.3437,0.0468,0.3485,0.0474,0.1414,0.0
22341,41.3306,-0.6055,1.5332,0.037,0.4518,0.0384,0.1795,0.0276,-0.0003,0.0
22342,44.7242,0.3096,-2.5631,0.1116,0.3199,0.0262,0.3076,0.0386,0.1422,0.0
22343,29.0959,-0.3164,0.6164,0.0025,0.299,0.0318,0.4459,0.0252,-0.0003,0.0
22344,38.2879,-0.6189,1.077,0.3575,0.8219,0.0218,0.2749,0.456,-0.0003,1.0
22345,32.459,0.6194,-1.9979,0.022,0.1833,0.0475,0.4319,0.1082,-0.0003,1.0
22346,48.4291,-0.3754,-2.6046,0.0515,0.0501,0.1524,0.1722,0.025,-0.0003,0.0
22347,35.3552,0.3498,0.4948,0.0031,0.037,0.0895,0.2342,0.0677,0.4967,0.0
22348,43.8331,-0.6194,2.808,0.0283,0.6058,0.0226,0.265,0.054,-0.0003,0.0
22349,39.4873,0.6297,-0.3681,0.0302,0.1293,0.0395,0.4089,0.072,-0.0003,0.0
22350,45.1026,0.1725,2.002,0.19,0.3563,0.1084,0.6577,0.288,0.1651,1.0
22351,34.4121,-0.1374,-1.1557,0.3977,0.6439,0.0235,0.1416,0.4757,0.2434,1.0
22352,45.6062,0.1948,0.7374,0.2087,0.4423,0.0441,0.5683,0.186,0.1047,1.0
22353,44.9653,-0.185,-2.366,0.4338,0.2313,0.0302,0.6143,0.3482,-0.0003,1.0
22354,60.8347,-0.6426,-0.1232,0.0206,0.5244,0.0035,0.0407,-0.02,-0.0003,0.0
22355,45.9693,0.6247,3.0056,0.0209,0.1274,0.0824,0.349,0.1924,-0.0003,0.0
22356,44.3519,-0.6682,0.338,0.0299,0.1643,0.1258,0.3523,0.0025,-0.0003,0.0
22357,28.8701,0.6676,-2.711,0.0457,0.1925,0.0305,0.5959,0.0799,-0.0003,0.0
22358,48.7037,0.6559,-1.4087,0.0096,0.2154,0.0822,0.4298,0.043,-0.0003,0.0
22359,44.8096,-0.665,1.6855,0.014,0.3492,0.0133,0.2635,0.0059,-0.0003,0.0
22360,44.4434,0.4743,-1.9156,0.0457,0.133,0.082,0.2641,0.0267,-0.0003,0.0
22361,41.5015,-0.4652,1.2077,0.0468,0.5502,0.0222,0.1344,0.0175,-0.0003,0.0
22362,41.5717,-0.6726,-1.3385,0.026,0.3898,0.0444,0.2688,0.0296,-0.0003,0.0
22363,38.5168,0.6723,1.8822,0.0063,0.2797,0.0576,0.4574,0.0112,-0.0003,0.0
22364,49.3324,-0.6942,-1.415,0.3039,0.5824,0.1422,0.2998,0.5485,0.6658,1.0
22365,44.477,0.6874,1.7277,0.0436,0.3278,0.0482,0.352,0.0161,0.0145,1.0
22366,46.8757,-0.4666,-2.3299,0.1663,0.6814,0.0651,0.3472,0.1159,-0.0003,1.0
22367,44.5014,0.4612,0.8351,0.0537,0.4754,0.0528,0.66,0.0224,-0.0003,1.0
22368,51.5236,-0.58,0.2765,0.0462,0.1713,0.0808,0.5507,0.0895,-0.0003,0.0
22369,42.121,0.6127,-2.9118,0.0045,0.4891,0.0404,0.3125,0.147,-0.0003,0.0
22370,46.1585,0.6157,0.0902,0.468,0.6192,0.0382,0.3922,0.4741,-0.0003,1.0
22371,43.7354,-0.5832,-3.1051,0.2705,0.5613,0.0369,0.3536,0.4262,-0.0003,1.0
22372,53.7087,0.663,-1.728,0.0709,0.5718,0.0805,0.4612,0.023,-0.0003,0.0
22373,44.6265,-0.6477,1.3844,0.0594,0.5712,0.0132,0.1759,0.0296,-0.0003,0.0
22374,46.4973,-0.3433,1.221,0.0537,0.585,0.0594,0.261,0.0823,0.1664,1.0
22375,33.6004,0.3313,-1.9223,0.6753,0.3952,0.0265,0.3801,0.2464,-0.0003,1.0
22376,56.5774,-0.2715,0.5391,0.0618,0.118,0.0981,0.5794,0.0263,-0.0003,0.0
22377,43.714,0.2387,-2.6309,0.1559,0.269,0.0275,0.1768,0.0934,-0.0003,0.0
22378,44.3153,-0.551,0.6279,0.0225,0.2656,0.0252,0.3084,0.06,-0.0003,0.0
22379,43.3661,0.544,-2.533,0.0539,0.3043,0.0138,0.2215,0.0408,-0.0003,0.0
22380,44.1474,-0.4762,-2.8587,0.0255,0.3797,0.0356,0.0441,0.001,-0.0003,0.0
22381,41.2299,0.4713,0.2985,0.0328,0.2133,0.0724,0.449,0.02,-0.0003,0.0
22382,47.6387,-0.5333,-0.9357,0.0323,0.6532,0.1646,0.3025,0.0284,-0.0003,0.0
22383,42.5879,0.5465,2.1924,0.0081,0.2274,0.133,0.3561,0.0276,-0.0003,0.0
22384,44.2603,0.2897,0.7022,0.0034,0.7967,0.0268,0.3966,0.0572,0.0307,0.0
22385,39.4232,-0.2893,-2.4463,0.035,0.2569,0.0208,0.2272,0.0114,-0.0003,0.0
22386,43.5889,-0.7146,2.8002,0.0686,0.6094,0.0204,0.2212,0.0992,-0.0003,0.0
22387,40.293,0.7074,-0.3576,0.0006,0.2567,0.0262,0.2711,0.1021,-0.0003,0.0
22388,49.5888,-0.1395,-1.1785,0.0345,0.3089,0.0253,0.2567,0.0328,-0.0003,0.0
22389,44.3214,0.1409,1.9823,0.0212,0.6578,0.0248,0.2202,-0.02,-0.0003,0.0
22390,46.8696,-0.5363,0.9361,0.9233,0.179,0.0355,0.4341,0.9006,-0.0003,1.0
22391,43.9643,0.5303,-2.196,0.3053,0.4128,0.0263,0.309,0.4001,0.1328,1.0
22392,58.3261,0.3474,0.1716,0.0613,0.4602,0.2261,0.4518,0.0992,-0.0003,0.0
22393,51.0353,-0.3455,-2.9757,0.0284,0.4573,0.037,0.1274,0.0081,-0.0003,0.0
22394,57.5967,-0.2607,1.7629,0.1547,0.2901,0.1303,0.412,0.0721,-0.0003,0.0
22395,38.5443,0.2158,-1.3566,0.0363,0.406,0.0838,0.4573,0.2144,-0.0003,0.0
22396,45.0874,-0.5584,2.6534,0.0361,0.1172,0.034,0.4385,0.0526,0.0608,0.0
22397,39.5727,0.558,-0.5179,0.0156,0.1226,0.0332,0.227,0.0402,-0.0003,0.0
22398,48.7556,-0.4003,2.3653,0.0515,0.2936,0.147,0.6015,0.0972,-0.0003,0.0
22399,32.7703,0.4075,-0.79,0.0108,0.2838,0.0571,0.3829,0.0533,-0.0003,0.0
22400,49.7536,-0.4165,1.7,0.0354,0.3013,0.062,0.2992,0.0273,-0.0003,1.0
22401,48.777,0.4175,-1.4277,0.2416,0.4954,0.1114,0.3866,0.3089,0.0693,1.0
22402,48.6213,-0.047,1.0701,0.0431,0.1769,0.0363,0.258,0.0085,-0.0003,0.0
22403,40.7324,0.0278,-2.0711,0.1812,0.0484,0.0368,0.2703,0.1656,0.0651,0.0
22404,46.421,-0.568,-1.7202,0.0011,0.368,0.0111,0.174,0.0816,0.0233,0.0
22405,36.8536,0.5599,1.4091,0.0052,0.5084,0.0534,0.3704,0.0182,-0.0003,0.0
22406,50.2388,0.5246,-1.9309,0.1085,0.4743,0.0894,0.3837,0.2369,-0.0003,1.0
22407,44.4984,-0.4999,1.1949,0.0584,0.6563,0.0709,0.572,0.0223,0.286,1.0
22408,43.0274,-0.3098,2.6398,0.0289,0.4216,0.1851,0.4439,0.0808,0.7146,1.0
22409,42.24,0.2673,-0.4189,0.3769,0.3898,0.0827,0.4461,0.0933,-0.0003,1.0
22410,47.1931,0.0153,0.0953,0.0231,0.6399,0.0481,0.5633,0.0262,-0.0003,0.0
22411,45.0263,0.0015,-3.0482,0.0979,0.3225,0.0558,0.2193,0.0822,-0.0003,0.0
22412,53.4493,0.2049,-1.5805,0.134,0.6199,0.242,0.3778,0.0915,-0.0003,1.0
22413,32.7123,-0.1445,1.5242,0.4032,0.2695,0.0304,0.3352,0.502,0.2809,1.0
22414,58.3352,-0.4287,0.4103,0.001,0.1479,0.0635,0.2054,0.0132,-0.0003,0.0
22415,48.0354,0.4832,-2.7418,0.0031,0.141,0.0933,0.2157,0.1121,-0.0003,0.0
22416,48.13,-0.7759,-0.3986,0.0851,0.2487,0.1436,0.4311,0.0235,-0.0003,0.0
22417,46.6865,0.7765,2.7559,0.0616,0.6768,0.0453,0.478,0.1926,-0.0003,0.0
22418,52.9885,-0.3103,-1.9527,0.0099,0.2741,0.1136,0.2944,0.044,-0.0003,0.0
22419,34.8791,0.3055,1.1916,0.0633,0.4459,0.0234,0.1881,0.0473,-0.0003,0.0
22420,42.6551,0.4394,-2.7568,0.0415,0.1804,0.0264,0.356,0.0566,0.083,0.0
22421,42.0264,-0.4231,0.3583,0.0,0.1125,0.0356,0.2233,0.0031,-0.0003,0.0
22422,43.7903,-0.3588,0.6755,0.0395,0.6736,0.0427,0.3977,0.0579,-0.0003,0.0
22423,43.1067,0.3083,-2.4554,0.0028,0.5109,0.1772,0.5324,0.0799,-0.0003,0.0
22424,50.8064,0.734,1.9523,0.0188,0.4998,0.0493,0.4251,0.0491,0.1019,1.0
